timestamp_utc,player_id,table_id,result,base_bet,bankroll_before,bankroll_after,dealer_total,dealer_upcard,dealer_hand_json,player_totals,player_hands_json,player_actions_json,meta_json
2025-10-10T04:37:31Z,0,1,0.0,10.0,500.0,500.0,20,QH,"{""cards"": [""QH"", ""QS""], ""total"": 20, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[20],"[{""cards"": [""10S"", ""JD""], ""total"": 20, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:37:31Z,1,1,0.0,10.0,500.0,500.0,20,QH,"{""cards"": [""QH"", ""QS""], ""total"": 20, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[20],"[{""cards"": [""8D"", ""JH"", ""2D""], ""total"": 20, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""hit"", ""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:37:31Z,2,1,-10.0,10.0,500.0,490.0,20,QH,"{""cards"": [""QH"", ""QS""], ""total"": 20, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[10],"[{""cards"": [""7H"", ""3C""], ""total"": 10, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:38:58Z,0,1,10.0,10.0,500.0,510.0,25,7C,"{""cards"": [""7C"", ""9S"", ""9H""], ""total"": 25, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[19],"[{""cards"": [""8H"", ""3H"", ""8C""], ""total"": 19, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""hit"", ""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:38:58Z,1,1,10.0,10.0,500.0,510.0,25,7C,"{""cards"": [""7C"", ""9S"", ""9H""], ""total"": 25, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[20],"[{""cards"": [""4H"", ""2H"", ""4C"", ""JC""], ""total"": 20, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""hit"", ""hit"", ""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:38:58Z,2,1,10.0,10.0,490.0,500.0,25,7C,"{""cards"": [""7C"", ""9S"", ""9H""], ""total"": 25, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[18],"[{""cards"": [""7D"", ""9C"", ""2H""], ""total"": 18, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""hit"", ""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:40:10Z,0,1,-10.0,10.0,510.0,500.0,19,8H,"{""cards"": [""8H"", ""4D"", ""7C""], ""total"": 19, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[17],"[{""cards"": [""5H"", ""9C"", ""3S""], ""total"": 17, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""hit"", ""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:40:10Z,1,1,-10.0,10.0,510.0,500.0,19,8H,"{""cards"": [""8H"", ""4D"", ""7C""], ""total"": 19, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[22],"[{""cards"": [""QH"", ""2D"", ""KC""], ""total"": 22, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""hit""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:40:10Z,2,1,-10.0,10.0,500.0,490.0,19,8H,"{""cards"": [""8H"", ""4D"", ""7C""], ""total"": 19, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[16],"[{""cards"": [""KC"", ""6C""], ""total"": 16, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:40:10Z,0,1,-10.0,10.0,500.0,490.0,,AH,"{""cards"": [""AH"", ""10C""], ""total"": 21, ""blackjack"": true, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[7],"[{""cards"": [""4C"", ""3H""], ""total"": 7, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]",[],"{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:40:10Z,1,1,-10.0,10.0,500.0,490.0,,AH,"{""cards"": [""AH"", ""10C""], ""total"": 21, ""blackjack"": true, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[16],"[{""cards"": [""5D"", ""AD""], ""total"": 16, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]",[],"{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:40:10Z,2,1,-10.0,10.0,490.0,480.0,,AH,"{""cards"": [""AH"", ""10C""], ""total"": 21, ""blackjack"": true, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[16],"[{""cards"": [""KS"", ""6C""], ""total"": 16, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]",[],"{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:41:17Z,0,1,-5.0,10.0,490.0,485.0,18,10D,"{""cards"": [""10D"", ""8C""], ""total"": 18, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[17],"[{""cards"": [""7H"", ""QD""], ""total"": 17, ""blackjack"": false, ""busted"": false, ""surrendered"": true, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""surrender""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:41:17Z,1,1,-10.0,10.0,490.0,480.0,18,10D,"{""cards"": [""10D"", ""8C""], ""total"": 18, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[24],"[{""cards"": [""8S"", ""6D"", ""AC"", ""2S"", ""7S""], ""total"": 24, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""hit"", ""hit"", ""hit""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:41:17Z,2,1,-10.0,10.0,480.0,470.0,18,10D,"{""cards"": [""10D"", ""8C""], ""total"": 18, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[14],"[{""cards"": [""JH"", ""4S""], ""total"": 14, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:41:45Z,0,1,-10.0,10.0,485.0,475.0,17,5S,"{""cards"": [""5S"", ""4H"", ""8C""], ""total"": 17, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[13],"[{""cards"": [""5H"", ""3C"", ""5C""], ""total"": 13, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""hit"", ""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:41:45Z,1,1,-20.0,10.0,480.0,460.0,17,5S,"{""cards"": [""5S"", ""4H"", ""8C""], ""total"": 17, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[14],"[{""cards"": [""3H"", ""6D"", ""5C""], ""total"": 14, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": true, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 20.0}]","[""double""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:41:45Z,2,1,0.0,10.0,470.0,470.0,17,5S,"{""cards"": [""5S"", ""4H"", ""8C""], ""total"": 17, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[17],"[{""cards"": [""7S"", ""10H""], ""total"": 17, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:42:35Z,0,1,-5.0,10.0,475.0,470.0,21,10H,"{""cards"": [""10H"", ""2C"", ""9D""], ""total"": 21, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[17],"[{""cards"": [""10S"", ""7S""], ""total"": 17, ""blackjack"": false, ""busted"": false, ""surrendered"": true, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""surrender""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:42:35Z,1,1,-10.0,10.0,460.0,450.0,21,10H,"{""cards"": [""10H"", ""2C"", ""9D""], ""total"": 21, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[20],"[{""cards"": [""KS"", ""KD""], ""total"": 20, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:42:35Z,2,1,15.0,10.0,470.0,485.0,21,10H,"{""cards"": [""10H"", ""2C"", ""9D""], ""total"": 21, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[21],"[{""cards"": [""AS"", ""JD""], ""total"": 21, ""blackjack"": true, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:43:14Z,0,1,10.0,10.0,470.0,480.0,23,3D,"{""cards"": [""3D"", ""KC"", ""JS""], ""total"": 23, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[12],"[{""cards"": [""2C"", ""3S"", ""7S""], ""total"": 12, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""hit"", ""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:43:14Z,1,1,20.0,10.0,450.0,470.0,23,3D,"{""cards"": [""3D"", ""KC"", ""JS""], ""total"": 23, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[16],"[{""cards"": [""10D"", ""2S"", ""4D""], ""total"": 16, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": true, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 20.0}]","[""double""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:43:14Z,2,1,10.0,10.0,485.0,495.0,23,3D,"{""cards"": [""3D"", ""KC"", ""JS""], ""total"": 23, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[12],"[{""cards"": [""5D"", ""7C""], ""total"": 12, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:45:54Z,0,1,20.0,10.0,480.0,500.0,22,2S,"{""cards"": [""2S"", ""10C"", ""4S"", ""6H""], ""total"": 22, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[20],"[{""cards"": [""4D"", ""7D"", ""9C""], ""total"": 20, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": true, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 20.0}]","[""double""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:45:54Z,1,1,10.0,10.0,470.0,480.0,22,2S,"{""cards"": [""2S"", ""10C"", ""4S"", ""6H""], ""total"": 22, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[20],"[{""cards"": [""AD"", ""2C"", ""7C""], ""total"": 20, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""hit"", ""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T04:45:54Z,2,1,10.0,10.0,495.0,505.0,22,2S,"{""cards"": [""2S"", ""10C"", ""4S"", ""6H""], ""total"": 22, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[15],"[{""cards"": [""5S"", ""10C""], ""total"": 15, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 10.0}]","[""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
