timestamp_utc,player_id,table_id,result,base_bet,bankroll_before,bankroll_after,dealer_total,dealer_upcard,dealer_hand_json,player_totals,player_hands_json,player_actions_json,meta_json
2025-10-10T05:55:38Z,0,1,100.0,50.0,1000.0,1100.0,23,3C,"{""cards"": [""3C"", ""AD"", ""9H"", ""JH""], ""total"": 23, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[21],"[{""cards"": [""2S"", ""9H"", ""10C""], ""total"": 21, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": true, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 100.0}]","[""double""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T05:55:38Z,1,1,50.0,50.0,1000.0,1050.0,23,3C,"{""cards"": [""3C"", ""AD"", ""9H"", ""JH""], ""total"": 23, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[21],"[{""cards"": [""4C"", ""3D"", ""4D"", ""KD""], ""total"": 21, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 50.0}]","[""hit"", ""hit"", ""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T05:55:38Z,2,1,50.0,50.0,1000.0,1050.0,23,3C,"{""cards"": [""3C"", ""AD"", ""9H"", ""JH""], ""total"": 23, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[12],"[{""cards"": [""5S"", ""7C""], ""total"": 12, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 50.0}]","[""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T05:55:38Z,3,1,100.0,50.0,1000.0,1100.0,23,3C,"{""cards"": [""3C"", ""AD"", ""9H"", ""JH""], ""total"": 23, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[18],"[{""cards"": [""10D"", ""4S"", ""4D""], ""total"": 18, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": true, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 100.0}]","[""double""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T05:55:38Z,4,1,100.0,50.0,1000.0,1100.0,23,3C,"{""cards"": [""3C"", ""AD"", ""9H"", ""JH""], ""total"": 23, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[19],"[{""cards"": [""2D"", ""7D"", ""QH""], ""total"": 19, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": true, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 100.0}]","[""double""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T05:55:38Z,5,1,50.0,50.0,1000.0,1050.0,23,3C,"{""cards"": [""3C"", ""AD"", ""9H"", ""JH""], ""total"": 23, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[20],"[{""cards"": [""2D"", ""QC"", ""AD"", ""2S"", ""5D""], ""total"": 20, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 50.0}]","[""hit"", ""hit"", ""hit"", ""stand""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T05:55:38Z,6,1,-50.0,50.0,1000.0,950.0,23,3C,"{""cards"": [""3C"", ""AD"", ""9H"", ""JH""], ""total"": 23, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[22],"[{""cards"": [""JD"", ""5H"", ""7D""], ""total"": 22, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 50.0}]","[""hit""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T06:30:51Z,0,1,-25.0,50.0,1100.0,1075.0,17,8D,"{""cards"": [""8D"", ""2H"", ""6S"", ""AD""], ""total"": 17, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[16],"[{""cards"": [""6C"", ""QD""], ""total"": 16, ""blackjack"": false, ""busted"": false, ""surrendered"": true, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 50.0}]","[""surrender""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T06:30:51Z,1,1,-50.0,50.0,1050.0,1000.0,17,8D,"{""cards"": [""8D"", ""2H"", ""6S"", ""AD""], ""total"": 17, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[24],"[{""cards"": [""KH"", ""6C"", ""2D"", ""6C""], ""total"": 24, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 50.0}]","[""hit"", ""hit""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
2025-10-10T06:30:51Z,2,1,-50.0,50.0,1050.0,1000.0,17,8D,"{""cards"": [""8D"", ""2H"", ""6S"", ""AD""], ""total"": 17, ""blackjack"": false, ""busted"": false, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 0.0}",[25],"[{""cards"": [""7C"", ""8D"", ""QH""], ""total"": 25, ""blackjack"": false, ""busted"": true, ""surrendered"": false, ""doubled"": false, ""split_aces"": false, ""originated_from_split"": false, ""wager"": 50.0}]","[""hit""]","{""rule_set"": ""BlackjackRules(decks=6, dealer_hits_soft_17=True, double_after_split=True, surrender_allowed=True, blackjack_pays_ratio=(3, 2), resplit_limit=3, resplit_aces_allowed=False)"", ""num_decks"": 6, ""penetration"": 0.75}"
